saved_models\model_all_expressive,Brynn_Szczesniak,0.1,linear,0.9757462686567164,0.9977064220183486,0.8717434869739479,0.9304812834224598
saved_models\model_all_expressive,faceScrub,0.1,linear,0.9776119402985075,0.9897959183673469,0.9509803921568627,0.9700000000000001
saved_models\model_all_expressive,Megan_Backus,0.1,linear,1.0,1.0,1.0,1.0
saved_models\model_all_expressive,Nhat,0.1,linear,0.9925373134328358,1.0,0.9534883720930233,0.9761904761904763
saved_models\model_all_expressive,Will_Tappen,0.1,linear,0.9753731343283583,0.8131147540983606,0.9649805447470817,0.8825622775800711
saved_models\model_all_expressive,Brynn_Szczesniak,1.0,linear,0.9805970149253731,0.9806451612903225,0.9138276553106213,0.9460580912863071
saved_models\model_all_expressive,faceScrub,1.0,linear,0.9802238805970149,0.9820538384845464,0.9656862745098039,0.9738012852199704
saved_models\model_all_expressive,Megan_Backus,1.0,linear,1.0,1.0,1.0,1.0
saved_models\model_all_expressive,Nhat,1.0,linear,0.9925373134328358,1.0,0.9534883720930233,0.9761904761904763
saved_models\model_all_expressive,Will_Tappen,1.0,linear,0.9843283582089553,0.8937728937728938,0.9494163424124513,0.920754716981132
saved_models\model_all_expressive,Brynn_Szczesniak,10.0,linear,0.9828358208955223,0.9708939708939709,0.935871743486974,0.953061224489796
saved_models\model_all_expressive,faceScrub,10.0,linear,0.9847014925373134,0.9860973187686196,0.9735294117647059,0.9797730636408485
saved_models\model_all_expressive,Megan_Backus,10.0,linear,1.0,1.0,1.0,1.0
saved_models\model_all_expressive,Nhat,10.0,linear,0.9955223880597015,0.9976190476190476,0.9744186046511628,0.9858823529411764
saved_models\model_all_expressive,Will_Tappen,10.0,linear,0.9884328358208955,0.9312977099236641,0.9494163424124513,0.9402697495183044
saved_models\model_all_expressive,Brynn_Szczesniak,100.0,linear,0.9847014925373134,0.9673469387755103,0.9498997995991983,0.9585439838220425
saved_models\model_all_expressive,faceScrub,100.0,linear,0.9854477611940299,0.9842053307008884,0.9774509803921568,0.9808165272995574
saved_models\model_all_expressive,Megan_Backus,100.0,linear,1.0,1.0,1.0,1.0
saved_models\model_all_expressive,Nhat,100.0,linear,0.9970149253731343,0.9929906542056075,0.9883720930232558,0.9906759906759907
